City,Ward,Quarter,Avg_Temperature
Ahmedabad,16 SHAHIBAG,2012_Qrt1,294.3881836
Ahmedabad,16 SHAHIBAG,2012_Qrt2,306.9692383
Ahmedabad,16 SHAHIBAG,2012_Qrt3,302.7627869
Ahmedabad,16 SHAHIBAG,2012_Qrt4,298.2141418
Ahmedabad,16 SHAHIBAG,2013_Qrt1,295.8288879
Ahmedabad,16 SHAHIBAG,2013_Qrt2,307.010437
Ahmedabad,16 SHAHIBAG,2013_Qrt3,302.9168396
Ahmedabad,16 SHAHIBAG,2013_Qrt4,297.9972839
Ahmedabad,16 SHAHIBAG,2014_Qrt1,295.5947266
Ahmedabad,16 SHAHIBAG,2014_Qrt2,306.9115601
Ahmedabad,16 SHAHIBAG,2014_Qrt3,302.702179
Ahmedabad,16 SHAHIBAG,2014_Qrt4,298.2296143
Ahmedabad,16 SHAHIBAG,2015_Qrt1,296.5313721
Ahmedabad,16 SHAHIBAG,2015_Qrt2,306.8139954
Ahmedabad,16 SHAHIBAG,2015_Qrt3,301.1499939
Ahmedabad,16 SHAHIBAG,2015_Qrt4,297.2733459
Ahmedabad,16 SHAHIBAG,2016_Qrt1,296.5793762
Ahmedabad,16 SHAHIBAG,2016_Qrt2,305.7733459
Ahmedabad,16 SHAHIBAG,2016_Qrt3,301.6950989
Ahmedabad,16 SHAHIBAG,2016_Qrt4,299.5108948
Ahmedabad,16 SHAHIBAG,2017_Qrt1,2.96E+02
Ahmedabad,16 SHAHIBAG,2017_Qrt2,1.10E+35
Ahmedabad,16 SHAHIBAG,2017_Qrt3,301.8991699
Ahmedabad,16 SHAHIBAG,2017_Qrt4,299.0215454
Ahmedabad,16 SHAHIBAG,2018_Qrt1,298.8327637
Ahmedabad,16 SHAHIBAG,2018_Qrt2,306.7859802
Ahmedabad,16 SHAHIBAG,2018_Qrt3,302.3450928
Ahmedabad,16 SHAHIBAG,2018_Qrt4,299.1611328
Ahmedabad,16 SHAHIBAG,2019_Qrt1,295.8471985
Ahmedabad,16 SHAHIBAG,2019_Qrt2,306.9873657
Ahmedabad,16 SHAHIBAG,2019_Qrt3,302.858429
Ahmedabad,16 SHAHIBAG,2019_Qrt4,298.2274475
Ahmedabad,16 SHAHIBAG,2020_Qrt1,295.4802246
Ahmedabad,16 SHAHIBAG,2020_Qrt2,307.9145508
Ahmedabad,16 SHAHIBAG,2020_Qrt3,303.6043396
Ahmedabad,16 SHAHIBAG,2020_Qrt4,305.1236877
Ahmedabad,15 ASARWA,2011_Qrt1,295.6786194
Ahmedabad,15 ASARWA,2011_Qrt2,306.9395752
Ahmedabad,15 ASARWA,2011_Qrt3,301.5005493
Ahmedabad,15 ASARWA,2011_Qrt4,298.0796204
Ahmedabad,15 ASARWA,2012_Qrt1,294.3881836
Ahmedabad,15 ASARWA,2012_Qrt2,306.9692383
Ahmedabad,15 ASARWA,2012_Qrt3,302.7627869
Ahmedabad,15 ASARWA,2012_Qrt4,298.2141418
Ahmedabad,15 ASARWA,2013_Qrt1,295.8288879
Ahmedabad,15 ASARWA,2013_Qrt2,307.010437
Ahmedabad,15 ASARWA,2013_Qrt3,302.9168396
Ahmedabad,15 ASARWA,2013_Qrt4,297.9972839
Ahmedabad,15 ASARWA,2014_Qrt1,295.5947266
Ahmedabad,15 ASARWA,2014_Qrt2,306.9115601
Ahmedabad,15 ASARWA,2014_Qrt3,302.702179
Ahmedabad,15 ASARWA,2014_Qrt4,298.2296143
Ahmedabad,15 ASARWA,2015_Qrt1,296.5313721
Ahmedabad,15 ASARWA,2015_Qrt2,306.8139954
Ahmedabad,15 ASARWA,2015_Qrt3,301.1499939
Ahmedabad,15 ASARWA,2015_Qrt4,297.2733459
Ahmedabad,15 ASARWA,2016_Qrt1,296.5793762
Ahmedabad,15 ASARWA,2016_Qrt2,305.7733459
Ahmedabad,15 ASARWA,2016_Qrt3,301.6950989
Ahmedabad,15 ASARWA,2016_Qrt4,299.5108948
Ahmedabad,15 ASARWA,2017_Qrt1,2.96E+02
Ahmedabad,15 ASARWA,2017_Qrt2,1.10E+35
Ahmedabad,15 ASARWA,2017_Qrt3,301.8991699
Ahmedabad,15 ASARWA,2017_Qrt4,299.0215454
Ahmedabad,15 ASARWA,2018_Qrt1,298.8327637
Ahmedabad,15 ASARWA,2018_Qrt2,306.7859802
Ahmedabad,15 ASARWA,2018_Qrt3,302.3450928
Ahmedabad,15 ASARWA,2018_Qrt4,299.1611328
Ahmedabad,15 ASARWA,2019_Qrt1,295.8471985
Ahmedabad,15 ASARWA,2019_Qrt2,306.9873657
Ahmedabad,15 ASARWA,2019_Qrt3,302.858429
Ahmedabad,15 ASARWA,2019_Qrt4,298.2274475
Ahmedabad,15 ASARWA,2020_Qrt1,295.4802246
Ahmedabad,15 ASARWA,2020_Qrt2,307.9145508
Ahmedabad,15 ASARWA,2020_Qrt3,303.6043396
Ahmedabad,15 ASARWA,2020_Qrt4,305.1236877
Ahmedabad,14 KUBERNAGR,2011_Qrt1,295.6786194
Ahmedabad,14 KUBERNAGR,2011_Qrt2,306.9395752
Ahmedabad,14 KUBERNAGR,2011_Qrt3,301.5005493
Ahmedabad,14 KUBERNAGR,2011_Qrt4,298.0796204
Ahmedabad,14 KUBERNAGR,2012_Qrt1,294.3881836
Ahmedabad,14 KUBERNAGR,2012_Qrt2,306.9692383
Ahmedabad,14 KUBERNAGR,2012_Qrt3,302.7627869
Ahmedabad,14 KUBERNAGR,2012_Qrt4,298.2141418
Ahmedabad,14 KUBERNAGR,2013_Qrt1,295.8288879
Ahmedabad,14 KUBERNAGR,2013_Qrt2,307.010437
Ahmedabad,14 KUBERNAGR,2013_Qrt3,302.9168396
Ahmedabad,14 KUBERNAGR,2013_Qrt4,297.9972839
Ahmedabad,14 KUBERNAGR,2014_Qrt1,295.5947266
Ahmedabad,14 KUBERNAGR,2014_Qrt2,306.9115601
Ahmedabad,14 KUBERNAGR,2014_Qrt3,302.702179
Ahmedabad,14 KUBERNAGR,2014_Qrt4,298.2296143
Ahmedabad,14 KUBERNAGR,2015_Qrt1,296.5313721
Ahmedabad,14 KUBERNAGR,2015_Qrt2,306.8139954
Ahmedabad,14 KUBERNAGR,2015_Qrt3,301.1499939
Ahmedabad,14 KUBERNAGR,2015_Qrt4,297.2733459
Ahmedabad,14 KUBERNAGR,2016_Qrt1,296.5793762
Ahmedabad,14 KUBERNAGR,2016_Qrt2,305.7733459
Ahmedabad,14 KUBERNAGR,2016_Qrt3,301.6950989
Ahmedabad,14 KUBERNAGR,2016_Qrt4,299.5108948
Ahmedabad,14 KUBERNAGR,2017_Qrt1,2.96E+02
Ahmedabad,14 KUBERNAGR,2017_Qrt2,1.10E+35
Ahmedabad,14 KUBERNAGR,2017_Qrt3,301.8991699
Ahmedabad,14 KUBERNAGR,2017_Qrt4,299.0215454
Ahmedabad,14 KUBERNAGR,2018_Qrt1,298.8327637
Ahmedabad,14 KUBERNAGR,2018_Qrt2,306.7859802
Ahmedabad,14 KUBERNAGR,2018_Qrt3,302.3450928
Ahmedabad,14 KUBERNAGR,2018_Qrt4,299.1611328
Ahmedabad,14 KUBERNAGR,2019_Qrt1,295.8471985
Ahmedabad,14 KUBERNAGR,2019_Qrt2,306.9873657
Ahmedabad,14 KUBERNAGR,2019_Qrt3,302.858429
Ahmedabad,14 KUBERNAGR,2019_Qrt4,298.2274475
Ahmedabad,14 KUBERNAGR,2020_Qrt1,295.4802246
Ahmedabad,14 KUBERNAGR,2020_Qrt2,307.9145508
Ahmedabad,14 KUBERNAGR,2020_Qrt3,303.6043396
Ahmedabad,14 KUBERNAGR,2020_Qrt4,305.1236877
Ahmedabad,13 SAIJPUR BOGHA,2011_Qrt1,295.6786194
Ahmedabad,13 SAIJPUR BOGHA,2011_Qrt2,306.9395752
Ahmedabad,13 SAIJPUR BOGHA,2011_Qrt3,301.5005493
Ahmedabad,13 SAIJPUR BOGHA,2011_Qrt4,298.0796204
Ahmedabad,13 SAIJPUR BOGHA,2012_Qrt1,294.3881836
Ahmedabad,13 SAIJPUR BOGHA,2012_Qrt2,306.9692383
Ahmedabad,13 SAIJPUR BOGHA,2012_Qrt3,302.7627869
Ahmedabad,13 SAIJPUR BOGHA,2012_Qrt4,298.2141418
Ahmedabad,13 SAIJPUR BOGHA,2013_Qrt1,295.8288879
