City,Ward,Quarter,Avg_Temperature
Bangalore,Sunkenahalli,2011_Qrt4,296.6698303
Bangalore,Sunkenahalli,2012_Qrt1,299.8008423
Bangalore,Sunkenahalli,2012_Qrt2,304.1730957
Bangalore,Sunkenahalli,2012_Qrt3,297.4277344
Bangalore,Sunkenahalli,2012_Qrt4,296.6720276
Bangalore,Sunkenahalli,2013_Qrt1,298.0888977
Bangalore,Sunkenahalli,2013_Qrt2,301.8725281
Bangalore,Sunkenahalli,2013_Qrt3,296.6850586
Bangalore,Sunkenahalli,2013_Qrt4,295.3163147
Bangalore,Sunkenahalli,2014_Qrt1,297.3036194
Bangalore,Sunkenahalli,2014_Qrt2,302.9936829
Bangalore,Sunkenahalli,2014_Qrt3,297.704071
Bangalore,Sunkenahalli,2014_Qrt4,296.1065063
Bangalore,Sunkenahalli,2015_Qrt1,297.4186096
Bangalore,Sunkenahalli,2015_Qrt2,301.3387146
Bangalore,Sunkenahalli,2015_Qrt3,297.8557129
Bangalore,Sunkenahalli,2015_Qrt4,296.6233521
Bangalore,Sunkenahalli,2016_Qrt1,298.9156494
Bangalore,Sunkenahalli,2016_Qrt2,302.2626343
Bangalore,Sunkenahalli,2016_Qrt3,296.607605
Bangalore,Sunkenahalli,2016_Qrt4,296.3094788
Bangalore,Sunkenahalli,2017_Qrt1,297.8363647
Bangalore,Sunkenahalli,2017_Qrt2,1.10E+35
Bangalore,Sunkenahalli,2017_Qrt3,297.12854
Bangalore,Sunkenahalli,2017_Qrt4,296.0698242
Bangalore,Sunkenahalli,2018_Qrt1,298.5585938
Bangalore,Sunkenahalli,2018_Qrt2,303.0016479
Bangalore,Sunkenahalli,2018_Qrt3,297.2741699
Bangalore,Sunkenahalli,2018_Qrt4,296.6410217
Bangalore,Sunkenahalli,2019_Qrt1,299.0366516
Bangalore,Sunkenahalli,2019_Qrt2,304.4244385
Bangalore,Sunkenahalli,2019_Qrt3,297.762207
Bangalore,Sunkenahalli,2019_Qrt4,296.4611206
Bangalore,Sunkenahalli,2020_Qrt1,299.147522
Bangalore,Sunkenahalli,2020_Qrt2,303.563446
Bangalore,Sunkenahalli,2020_Qrt3,297.2654724
Bangalore,Sunkenahalli,2020_Qrt4,296.7723694
Bangalore,Vishveshwara Puram,2011_Qrt1,297.9044495
Bangalore,Vishveshwara Puram,2011_Qrt2,301.1417542
Bangalore,Vishveshwara Puram,2011_Qrt3,297.2701111
Bangalore,Vishveshwara Puram,2011_Qrt4,296.6698303
Bangalore,Vishveshwara Puram,2012_Qrt1,299.8008423
Bangalore,Vishveshwara Puram,2012_Qrt2,304.1730957
Bangalore,Vishveshwara Puram,2012_Qrt3,297.4277344
Bangalore,Vishveshwara Puram,2012_Qrt4,296.6720276
Bangalore,Vishveshwara Puram,2013_Qrt1,298.0888977
Bangalore,Vishveshwara Puram,2013_Qrt2,301.8725281
Bangalore,Vishveshwara Puram,2013_Qrt3,296.6850586
Bangalore,Vishveshwara Puram,2013_Qrt4,295.3163147
Bangalore,Vishveshwara Puram,2014_Qrt1,297.3036194
Bangalore,Vishveshwara Puram,2014_Qrt2,302.9936829
Bangalore,Vishveshwara Puram,2014_Qrt3,297.704071
Bangalore,Vishveshwara Puram,2014_Qrt4,296.1065063
Bangalore,Vishveshwara Puram,2015_Qrt1,297.4186096
Bangalore,Vishveshwara Puram,2015_Qrt2,301.3387146
Bangalore,Vishveshwara Puram,2015_Qrt3,297.8557129
Bangalore,Vishveshwara Puram,2015_Qrt4,296.6233521
Bangalore,Vishveshwara Puram,2016_Qrt1,298.9156494
Bangalore,Vishveshwara Puram,2016_Qrt2,302.2626343
Bangalore,Vishveshwara Puram,2016_Qrt3,296.607605
Bangalore,Vishveshwara Puram,2016_Qrt4,296.3094788
Bangalore,Vishveshwara Puram,2017_Qrt1,297.8363647
Bangalore,Vishveshwara Puram,2017_Qrt2,1.10E+35
Bangalore,Vishveshwara Puram,2017_Qrt3,297.12854
Bangalore,Vishveshwara Puram,2017_Qrt4,296.0698242
Bangalore,Vishveshwara Puram,2018_Qrt1,298.5585938
Bangalore,Vishveshwara Puram,2018_Qrt2,303.0016479
Bangalore,Vishveshwara Puram,2018_Qrt3,297.2741699
Bangalore,Vishveshwara Puram,2018_Qrt4,296.6410217
Bangalore,Vishveshwara Puram,2019_Qrt1,299.0366516
Bangalore,Vishveshwara Puram,2019_Qrt2,304.4244385
Bangalore,Vishveshwara Puram,2019_Qrt3,297.762207
Bangalore,Vishveshwara Puram,2019_Qrt4,296.4611206
Bangalore,Vishveshwara Puram,2020_Qrt1,299.147522
Bangalore,Vishveshwara Puram,2020_Qrt2,303.563446
Bangalore,Vishveshwara Puram,2020_Qrt3,297.2654724
Bangalore,Vishveshwara Puram,2020_Qrt4,296.7723694
Bangalore,Siddapura,2011_Qrt1,297.9044495
Bangalore,Siddapura,2011_Qrt2,301.1417542
Bangalore,Siddapura,2011_Qrt3,297.2701111
Bangalore,Siddapura,2011_Qrt4,296.6698303
Bangalore,Siddapura,2012_Qrt1,299.8008423
Bangalore,Siddapura,2012_Qrt2,304.1730957
Bangalore,Siddapura,2012_Qrt3,297.4277344
Bangalore,Siddapura,2012_Qrt4,296.6720276
Bangalore,Siddapura,2013_Qrt1,298.0888977
Bangalore,Siddapura,2013_Qrt2,301.8725281
Bangalore,Siddapura,2013_Qrt3,296.6850586
Bangalore,Siddapura,2013_Qrt4,295.3163147
Bangalore,Siddapura,2014_Qrt1,297.3036194
Bangalore,Siddapura,2014_Qrt2,302.9936829
Bangalore,Siddapura,2014_Qrt3,297.704071
Bangalore,Siddapura,2014_Qrt4,296.1065063
Bangalore,Siddapura,2015_Qrt1,297.4186096
Bangalore,Siddapura,2015_Qrt2,301.3387146
Bangalore,Siddapura,2015_Qrt3,297.8557129
Bangalore,Siddapura,2015_Qrt4,296.6233521
Bangalore,Siddapura,2016_Qrt1,298.9156494
Bangalore,Siddapura,2016_Qrt2,302.2626343
Bangalore,Siddapura,2016_Qrt3,296.607605
Bangalore,Siddapura,2016_Qrt4,296.3094788
Bangalore,Siddapura,2017_Qrt1,297.8363647
Bangalore,Siddapura,2017_Qrt2,1.10E+35
Bangalore,Siddapura,2017_Qrt3,297.12854
Bangalore,Siddapura,2017_Qrt4,296.0698242
Bangalore,Siddapura,2018_Qrt1,298.5585938
Bangalore,Siddapura,2018_Qrt2,303.0016479
Bangalore,Siddapura,2018_Qrt3,297.2741699
Bangalore,Siddapura,2018_Qrt4,296.6410217
Bangalore,Siddapura,2019_Qrt1,299.0366516
Bangalore,Siddapura,2019_Qrt2,304.4244385
Bangalore,Siddapura,2019_Qrt3,297.762207
Bangalore,Siddapura,2019_Qrt4,296.4611206
Bangalore,Siddapura,2020_Qrt1,299.147522
Bangalore,Siddapura,2020_Qrt2,303.563446
Bangalore,Siddapura,2020_Qrt3,297.2654724
Bangalore,Siddapura,2020_Qrt4,296.7723694
Bangalore,Hombegowda Nagara,2011_Qrt1,297.9044495
Bangalore,Hombegowda Nagara,2011_Qrt2,301.1417542
Bangalore,Hombegowda Nagara,2011_Qrt3,297.2701111
Bangalore,Hombegowda Nagara,2011_Qrt4,296.6698303
Bangalore,Hombegowda Nagara,2012_Qrt1,299.8008423
Bangalore,Hombegowda Nagara,2012_Qrt2,304.1730957
Bangalore,Hombegowda Nagara,2012_Qrt3,297.4277344
Bangalore,Hombegowda Nagara,2012_Qrt4,296.6720276
Bangalore,Hombegowda Nagara,2013_Qrt1,298.0888977
Bangalore,Hombegowda Nagara,2013_Qrt2,301.8725281
Bangalore,Hombegowda Nagara,2013_Qrt3,296.6850586
Bangalore,Hombegowda Nagara,2013_Qrt4,295.3163147
Bangalore,Hombegowda Nagara,2014_Qrt1,297.3036194
Bangalore,Hombegowda Nagara,2014_Qrt2,302.9936829
Bangalore,Hombegowda Nagara,2014_Qrt3,297.704071
Bangalore,Hombegowda Nagara,2014_Qrt4,296.1065063
Bangalore,Hombegowda Nagara,2015_Qrt1,297.4186096
Bangalore,Hombegowda Nagara,2015_Qrt2,301.3387146
Bangalore,Hombegowda Nagara,2015_Qrt3,297.8557129
Bangalore,Hombegowda Nagara,2015_Qrt4,296.6233521
Bangalore,Hombegowda Nagara,2016_Qrt1,298.9156494
Bangalore,Hombegowda Nagara,2016_Qrt2,302.2626343
Bangalore,Hombegowda Nagara,2016_Qrt3,296.607605
Bangalore,Hombegowda Nagara,2016_Qrt4,296.3094788
Bangalore,Hombegowda Nagara,2017_Qrt1,297.8363647
Bangalore,Hombegowda Nagara,2017_Qrt2,1.10E+35
Bangalore,Hombegowda Nagara,2017_Qrt3,297.12854
Bangalore,Hombegowda Nagara,2017_Qrt4,296.0698242
Bangalore,Hombegowda Nagara,2018_Qrt1,298.5585938
Bangalore,Hombegowda Nagara,2018_Qrt2,303.0016479
Bangalore,Hombegowda Nagara,2018_Qrt3,297.2741699
Bangalore,Hombegowda Nagara,2018_Qrt4,296.6410217
Bangalore,Hombegowda Nagara,2019_Qrt1,299.0366516
Bangalore,Hombegowda Nagara,2019_Qrt2,304.4244385
Bangalore,Hombegowda Nagara,2019_Qrt3,297.762207
Bangalore,Hombegowda Nagara,2019_Qrt4,296.4611206
Bangalore,Hombegowda Nagara,2020_Qrt1,299.147522
Bangalore,Hombegowda Nagara,2020_Qrt2,303.563446
Bangalore,Hombegowda Nagara,2020_Qrt3,297.2654724
Bangalore,Hombegowda Nagara,2020_Qrt4,296.7723694
Bangalore,Jayanagar,2011_Qrt1,297.9044495
Bangalore,Jayanagar,2011_Qrt2,301.1417542
Bangalore,Jayanagar,2011_Qrt3,297.2701111
Bangalore,Jayanagar,2011_Qrt4,296.6698303
Bangalore,Jayanagar,2012_Qrt1,299.8008423
Bangalore,Jayanagar,2012_Qrt2,304.1730957
Bangalore,Jayanagar,2012_Qrt3,297.4277344
Bangalore,Jayanagar,2012_Qrt4,296.6720276
Bangalore,Jayanagar,2013_Qrt1,298.0888977
Bangalore,Jayanagar,2013_Qrt2,301.8725281
Bangalore,Jayanagar,2013_Qrt3,296.6850586
Bangalore,Jayanagar,2013_Qrt4,295.3163147
Bangalore,Jayanagar,2014_Qrt1,297.3036194
Bangalore,Jayanagar,2014_Qrt2,302.9936829
Bangalore,Jayanagar,2014_Qrt3,297.704071
Bangalore,Jayanagar,2014_Qrt4,296.1065063
Bangalore,Jayanagar,2015_Qrt1,297.4186096
Bangalore,Jayanagar,2015_Qrt2,301.3387146
Bangalore,Jayanagar,2015_Qrt3,297.8557129
Bangalore,Jayanagar,2015_Qrt4,296.6233521
Bangalore,Jayanagar,2016_Qrt1,298.9156494
Bangalore,Jayanagar,2016_Qrt2,302.2626343
Bangalore,Jayanagar,2016_Qrt3,296.607605
Bangalore,Jayanagar,2016_Qrt4,296.3094788
Bangalore,Jayanagar,2017_Qrt1,297.8363647
Bangalore,Jayanagar,2017_Qrt2,1.10E+35
Bangalore,Jayanagar,2017_Qrt3,297.12854
Bangalore,Jayanagar,2017_Qrt4,296.0698242
Bangalore,Jayanagar,2018_Qrt1,298.5585938
Bangalore,Jayanagar,2018_Qrt2,303.0016479
Bangalore,Jayanagar,2018_Qrt3,297.2741699
Bangalore,Jayanagar,2018_Qrt4,296.6410217
Bangalore,Jayanagar,2019_Qrt1,299.0366516
Bangalore,Jayanagar,2019_Qrt2,304.4244385
Bangalore,Jayanagar,2019_Qrt3,297.762207
Bangalore,Jayanagar,2019_Qrt4,296.4611206
Bangalore,Jayanagar,2020_Qrt1,299.147522
Bangalore,Jayanagar,2020_Qrt2,303.563446
Bangalore,Jayanagar,2020_Qrt3,297.2654724
Bangalore,Jayanagar,2020_Qrt4,296.7723694
Bangalore,Hanumanth Nagar,2011_Qrt1,297.9044495
Bangalore,Hanumanth Nagar,2011_Qrt2,301.1417542
Bangalore,Hanumanth Nagar,2011_Qrt3,297.2701111
Bangalore,Hanumanth Nagar,2011_Qrt4,296.6698303
Bangalore,Hanumanth Nagar,2012_Qrt1,299.8008423
Bangalore,Hanumanth Nagar,2012_Qrt2,304.1730957
Bangalore,Hanumanth Nagar,2012_Qrt3,297.4277344
Bangalore,Hanumanth Nagar,2012_Qrt4,296.6720276
Bangalore,Hanumanth Nagar,2013_Qrt1,298.0888977
Bangalore,Hanumanth Nagar,2013_Qrt2,301.8725281
Bangalore,Hanumanth Nagar,2013_Qrt3,296.6850586
Bangalore,Hanumanth Nagar,2013_Qrt4,295.3163147
Bangalore,Hanumanth Nagar,2014_Qrt1,297.3036194
Bangalore,Hanumanth Nagar,2014_Qrt2,302.9936829
Bangalore,Hanumanth Nagar,2014_Qrt3,297.704071
Bangalore,Hanumanth Nagar,2014_Qrt4,296.1065063
Bangalore,Hanumanth Nagar,2015_Qrt1,297.4186096
Bangalore,Hanumanth Nagar,2015_Qrt2,301.3387146
Bangalore,Hanumanth Nagar,2015_Qrt3,297.8557129
Bangalore,Hanumanth Nagar,2015_Qrt4,296.6233521
Bangalore,Hanumanth Nagar,2016_Qrt1,298.9156494
Bangalore,Hanumanth Nagar,2016_Qrt2,302.2626343
Bangalore,Hanumanth Nagar,2016_Qrt3,296.607605
Bangalore,Hanumanth Nagar,2016_Qrt4,296.3094788
Bangalore,Hanumanth Nagar,2017_Qrt1,297.8363647
Bangalore,Hanumanth Nagar,2017_Qrt2,1.10E+35
Bangalore,Hanumanth Nagar,2017_Qrt3,297.12854
Bangalore,Hanumanth Nagar,2017_Qrt4,296.0698242
Bangalore,Hanumanth Nagar,2018_Qrt1,298.5585938
Bangalore,Hanumanth Nagar,2018_Qrt2,303.0016479
Bangalore,Hanumanth Nagar,2018_Qrt3,297.2741699
Bangalore,Hanumanth Nagar,2018_Qrt4,296.6410217
Bangalore,Hanumanth Nagar,2019_Qrt1,299.0366516
Bangalore,Hanumanth Nagar,2019_Qrt2,304.4244385
Bangalore,Hanumanth Nagar,2019_Qrt3,297.762207
Bangalore,Hanumanth Nagar,2019_Qrt4,296.4611206
Bangalore,Hanumanth Nagar,2020_Qrt1,299.147522
Bangalore,Hanumanth Nagar,2020_Qrt2,303.563446
Bangalore,Hanumanth Nagar,2020_Qrt3,297.2654724
Bangalore,Hanumanth Nagar,2020_Qrt4,296.7723694
Bangalore,Srinagar,2011_Qrt1,297.9044495
Bangalore,Srinagar,2011_Qrt2,301.1417542
Bangalore,Srinagar,2011_Qrt3,297.2701111
Bangalore,Srinagar,2011_Qrt4,296.6698303
Bangalore,Srinagar,2012_Qrt1,299.8008423
Bangalore,Srinagar,2012_Qrt2,304.1730957
Bangalore,Srinagar,2012_Qrt3,297.4277344
Bangalore,Srinagar,2012_Qrt4,296.6720276
Bangalore,Srinagar,2013_Qrt1,298.0888977
Bangalore,Srinagar,2013_Qrt2,301.8725281
Bangalore,Srinagar,2013_Qrt3,296.6850586
Bangalore,Srinagar,2013_Qrt4,295.3163147
Bangalore,Srinagar,2014_Qrt1,297.3036194
Bangalore,Srinagar,2014_Qrt2,302.9936829
Bangalore,Srinagar,2014_Qrt3,297.704071
Bangalore,Srinagar,2014_Qrt4,296.1065063
Bangalore,Srinagar,2015_Qrt1,297.4186096
Bangalore,Srinagar,2015_Qrt2,301.3387146
Bangalore,Srinagar,2015_Qrt3,297.8557129
Bangalore,Srinagar,2015_Qrt4,296.6233521
Bangalore,Srinagar,2016_Qrt1,298.9156494
Bangalore,Srinagar,2016_Qrt2,302.2626343
Bangalore,Srinagar,2016_Qrt3,296.607605
Bangalore,Srinagar,2016_Qrt4,296.3094788
Bangalore,Srinagar,2017_Qrt1,297.8363647
Bangalore,Srinagar,2017_Qrt2,1.10E+35
Bangalore,Srinagar,2017_Qrt3,297.12854
Bangalore,Srinagar,2017_Qrt4,296.0698242
Bangalore,Srinagar,2018_Qrt1,298.5585938
Bangalore,Srinagar,2018_Qrt2,303.0016479
Bangalore,Srinagar,2018_Qrt3,297.2741699
Bangalore,Srinagar,2018_Qrt4,296.6410217
Bangalore,Srinagar,2019_Qrt1,299.0366516
Bangalore,Srinagar,2019_Qrt2,304.4244385
Bangalore,Srinagar,2019_Qrt3,297.762207
Bangalore,Srinagar,2019_Qrt4,296.4611206
Bangalore,Srinagar,2020_Qrt1,299.147522
Bangalore,Srinagar,2020_Qrt2,303.563446
Bangalore,Srinagar,2020_Qrt3,297.2654724
Bangalore,Srinagar,2020_Qrt4,296.7723694
Bangalore,Basavanagudi,2011_Qrt1,297.9044495
Bangalore,Basavanagudi,2011_Qrt2,301.1417542
Bangalore,Basavanagudi,2011_Qrt3,297.2701111
Bangalore,Basavanagudi,2011_Qrt4,296.6698303
Bangalore,Basavanagudi,2012_Qrt1,299.8008423
Bangalore,Basavanagudi,2012_Qrt2,304.1730957
Bangalore,Basavanagudi,2012_Qrt3,297.4277344
Bangalore,Basavanagudi,2012_Qrt4,296.6720276
Bangalore,Basavanagudi,2013_Qrt1,298.0888977
Bangalore,Basavanagudi,2013_Qrt2,301.8725281
Bangalore,Basavanagudi,2013_Qrt3,296.6850586
Bangalore,Basavanagudi,2013_Qrt4,295.3163147
Bangalore,Basavanagudi,2014_Qrt1,297.3036194
Bangalore,Basavanagudi,2014_Qrt2,302.9936829
Bangalore,Basavanagudi,2014_Qrt3,297.704071
Bangalore,Basavanagudi,2014_Qrt4,296.1065063
Bangalore,Basavanagudi,2015_Qrt1,297.4186096
Bangalore,Basavanagudi,2015_Qrt2,301.3387146
Bangalore,Basavanagudi,2015_Qrt3,297.8557129
Bangalore,Basavanagudi,2015_Qrt4,296.6233521
Bangalore,Basavanagudi,2016_Qrt1,298.9156494
Bangalore,Basavanagudi,2016_Qrt2,302.2626343
Bangalore,Basavanagudi,2016_Qrt3,296.607605
Bangalore,Basavanagudi,2016_Qrt4,296.3094788
Bangalore,Basavanagudi,2017_Qrt1,297.8363647
Bangalore,Basavanagudi,2017_Qrt2,1.10E+35
Bangalore,Basavanagudi,2017_Qrt3,297.12854
Bangalore,Basavanagudi,2017_Qrt4,296.0698242
Bangalore,Basavanagudi,2018_Qrt1,298.5585938
Bangalore,Basavanagudi,2018_Qrt2,303.0016479
Bangalore,Basavanagudi,2018_Qrt3,297.2741699
Bangalore,Basavanagudi,2018_Qrt4,296.6410217
Bangalore,Basavanagudi,2019_Qrt1,299.0366516
Bangalore,Basavanagudi,2019_Qrt2,304.4244385
Bangalore,Basavanagudi,2019_Qrt3,297.762207
Bangalore,Basavanagudi,2019_Qrt4,296.4611206
Bangalore,Basavanagudi,2020_Qrt1,299.147522
Bangalore,Basavanagudi,2020_Qrt2,303.563446
Bangalore,Basavanagudi,2020_Qrt3,297.2654724
Bangalore,Basavanagudi,2020_Qrt4,296.7723694
Bangalore,Girinagar,2011_Qrt1,297.9044495
Bangalore,Girinagar,2011_Qrt2,301.1417542
Bangalore,Girinagar,2011_Qrt3,297.2701111
Bangalore,Girinagar,2011_Qrt4,296.6698303
Bangalore,Girinagar,2012_Qrt1,299.8008423
Bangalore,Girinagar,2012_Qrt2,304.1730957
Bangalore,Girinagar,2012_Qrt3,297.4277344
Bangalore,Girinagar,2012_Qrt4,296.6720276
Bangalore,Girinagar,2013_Qrt1,298.0888977
Bangalore,Girinagar,2013_Qrt2,301.8725281
Bangalore,Girinagar,2013_Qrt3,296.6850586
Bangalore,Girinagar,2013_Qrt4,295.3163147
Bangalore,Girinagar,2014_Qrt1,297.3036194
Bangalore,Girinagar,2014_Qrt2,302.9936829
Bangalore,Girinagar,2014_Qrt3,297.704071
Bangalore,Girinagar,2014_Qrt4,296.1065063
Bangalore,Girinagar,2015_Qrt1,297.4186096
Bangalore,Girinagar,2015_Qrt2,301.3387146
Bangalore,Girinagar,2015_Qrt3,297.8557129
Bangalore,Girinagar,2015_Qrt4,296.6233521
Bangalore,Girinagar,2016_Qrt1,298.9156494
Bangalore,Girinagar,2016_Qrt2,302.2626343
Bangalore,Girinagar,2016_Qrt3,296.607605
Bangalore,Girinagar,2016_Qrt4,296.3094788
Bangalore,Girinagar,2017_Qrt1,297.8363647
Bangalore,Girinagar,2017_Qrt2,1.10E+35
Bangalore,Girinagar,2017_Qrt3,297.12854
Bangalore,Girinagar,2017_Qrt4,296.0698242
Bangalore,Girinagar,2018_Qrt1,298.5585938
Bangalore,Girinagar,2018_Qrt2,303.0016479
Bangalore,Girinagar,2018_Qrt3,297.2741699
Bangalore,Girinagar,2018_Qrt4,296.6410217
Bangalore,Girinagar,2019_Qrt1,299.0366516
Bangalore,Girinagar,2019_Qrt2,304.4244385
Bangalore,Girinagar,2019_Qrt3,297.762207
Bangalore,Girinagar,2019_Qrt4,296.4611206
Bangalore,Girinagar,2020_Qrt1,299.147522
Bangalore,Girinagar,2020_Qrt2,303.563446
Bangalore,Girinagar,2020_Qrt3,297.2654724
Bangalore,Girinagar,2020_Qrt4,296.7723694
Bangalore,Katriguppe,2011_Qrt1,297.9044495
Bangalore,Katriguppe,2011_Qrt2,301.1417542
Bangalore,Katriguppe,2011_Qrt3,297.2701111
Bangalore,Katriguppe,2011_Qrt4,296.6698303
Bangalore,Katriguppe,2012_Qrt1,299.8008423
Bangalore,Katriguppe,2012_Qrt2,304.1730957
Bangalore,Katriguppe,2012_Qrt3,297.4277344
Bangalore,Katriguppe,2012_Qrt4,296.6720276
Bangalore,Katriguppe,2013_Qrt1,298.0888977
Bangalore,Katriguppe,2013_Qrt2,301.8725281
Bangalore,Katriguppe,2013_Qrt3,296.6850586
Bangalore,Katriguppe,2013_Qrt4,295.3163147
Bangalore,Katriguppe,2014_Qrt1,297.3036194
Bangalore,Katriguppe,2014_Qrt2,302.9936829
Bangalore,Katriguppe,2014_Qrt3,297.704071
Bangalore,Katriguppe,2014_Qrt4,296.1065063
Bangalore,Katriguppe,2015_Qrt1,297.4186096
Bangalore,Katriguppe,2015_Qrt2,301.3387146
Bangalore,Katriguppe,2015_Qrt3,297.8557129
Bangalore,Katriguppe,2015_Qrt4,296.6233521
Bangalore,Katriguppe,2016_Qrt1,298.9156494
Bangalore,Katriguppe,2016_Qrt2,302.2626343
Bangalore,Katriguppe,2016_Qrt3,296.607605
Bangalore,Katriguppe,2016_Qrt4,296.3094788
Bangalore,Katriguppe,2017_Qrt1,297.8363647
Bangalore,Katriguppe,2017_Qrt2,1.10E+35
Bangalore,Katriguppe,2017_Qrt3,297.12854
Bangalore,Katriguppe,2017_Qrt4,296.0698242
Bangalore,Katriguppe,2018_Qrt1,298.5585938
Bangalore,Katriguppe,2018_Qrt2,303.0016479
Bangalore,Katriguppe,2018_Qrt3,297.2741699
Bangalore,Katriguppe,2018_Qrt4,296.6410217
Bangalore,Katriguppe,2019_Qrt1,299.0366516
Bangalore,Katriguppe,2019_Qrt2,304.4244385
Bangalore,Katriguppe,2019_Qrt3,297.762207
Bangalore,Katriguppe,2019_Qrt4,296.4611206
Bangalore,Katriguppe,2020_Qrt1,299.147522
Bangalore,Katriguppe,2020_Qrt2,303.563446
Bangalore,Katriguppe,2020_Qrt3,297.2654724
Bangalore,Katriguppe,2020_Qrt4,296.7723694
Bangalore,Vidyapeeta ward,2011_Qrt1,297.9044495
Bangalore,Vidyapeeta ward,2011_Qrt2,301.1417542
Bangalore,Vidyapeeta ward,2011_Qrt3,297.2701111
Bangalore,Vidyapeeta ward,2011_Qrt4,296.6698303
Bangalore,Vidyapeeta ward,2012_Qrt1,299.8008423
Bangalore,Vidyapeeta ward,2012_Qrt2,304.1730957
Bangalore,Vidyapeeta ward,2012_Qrt3,297.4277344
Bangalore,Vidyapeeta ward,2012_Qrt4,296.6720276
Bangalore,Vidyapeeta ward,2013_Qrt1,298.0888977
Bangalore,Vidyapeeta ward,2013_Qrt2,301.8725281
Bangalore,Vidyapeeta ward,2013_Qrt3,296.6850586
Bangalore,Vidyapeeta ward,2013_Qrt4,295.3163147
Bangalore,Vidyapeeta ward,2014_Qrt1,297.3036194
Bangalore,Vidyapeeta ward,2014_Qrt2,302.9936829
Bangalore,Vidyapeeta ward,2014_Qrt3,297.704071
Bangalore,Vidyapeeta ward,2014_Qrt4,296.1065063
Bangalore,Vidyapeeta ward,2015_Qrt1,297.4186096
Bangalore,Vidyapeeta ward,2015_Qrt2,301.3387146
Bangalore,Vidyapeeta ward,2015_Qrt3,297.8557129
Bangalore,Vidyapeeta ward,2015_Qrt4,296.6233521
Bangalore,Vidyapeeta ward,2016_Qrt1,298.9156494
Bangalore,Vidyapeeta ward,2016_Qrt2,302.2626343
Bangalore,Vidyapeeta ward,2016_Qrt3,296.607605
Bangalore,Vidyapeeta ward,2016_Qrt4,296.3094788
Bangalore,Vidyapeeta ward,2017_Qrt1,297.8363647
Bangalore,Vidyapeeta ward,2017_Qrt2,1.10E+35
Bangalore,Vidyapeeta ward,2017_Qrt3,297.12854
Bangalore,Vidyapeeta ward,2017_Qrt4,296.0698242
Bangalore,Vidyapeeta ward,2018_Qrt1,298.5585938
Bangalore,Vidyapeeta ward,2018_Qrt2,303.0016479
Bangalore,Vidyapeeta ward,2018_Qrt3,297.2741699
Bangalore,Vidyapeeta ward,2018_Qrt4,296.6410217
Bangalore,Vidyapeeta ward,2019_Qrt1,299.0366516
Bangalore,Vidyapeeta ward,2019_Qrt2,304.4244385
Bangalore,Vidyapeeta ward,2019_Qrt3,297.762207
Bangalore,Vidyapeeta ward,2019_Qrt4,296.4611206
Bangalore,Vidyapeeta ward,2020_Qrt1,299.147522
Bangalore,Vidyapeeta ward,2020_Qrt2,303.563446
Bangalore,Vidyapeeta ward,2020_Qrt3,297.2654724
Bangalore,Vidyapeeta ward,2020_Qrt4,296.7723694
Bangalore,Chikkalsandra,2011_Qrt1,297.9044495
Bangalore,Chikkalsandra,2011_Qrt2,301.1417542
Bangalore,Chikkalsandra,2011_Qrt3,297.2701111
Bangalore,Chikkalsandra,2011_Qrt4,296.6698303
Bangalore,Chikkalsandra,2012_Qrt1,299.8008423
Bangalore,Chikkalsandra,2012_Qrt2,304.1730957
Bangalore,Chikkalsandra,2012_Qrt3,297.4277344
Bangalore,Chikkalsandra,2012_Qrt4,296.6720276
Bangalore,Chikkalsandra,2013_Qrt1,298.0888977
Bangalore,Chikkalsandra,2013_Qrt2,301.8725281
Bangalore,Chikkalsandra,2013_Qrt3,296.6850586
Bangalore,Chikkalsandra,2013_Qrt4,295.3163147
Bangalore,Chikkalsandra,2014_Qrt1,297.3036194
Bangalore,Chikkalsandra,2014_Qrt2,302.9936829
Bangalore,Chikkalsandra,2014_Qrt3,297.704071
Bangalore,Chikkalsandra,2014_Qrt4,296.1065063
Bangalore,Chikkalsandra,2015_Qrt1,297.4186096
Bangalore,Chikkalsandra,2015_Qrt2,301.3387146
Bangalore,Chikkalsandra,2015_Qrt3,297.8557129
Bangalore,Chikkalsandra,2015_Qrt4,296.6233521
Bangalore,Chikkalsandra,2016_Qrt1,298.9156494
Bangalore,Chikkalsandra,2016_Qrt2,302.2626343
Bangalore,Chikkalsandra,2016_Qrt3,296.607605
Bangalore,Chikkalsandra,2016_Qrt4,296.3094788
Bangalore,Chikkalsandra,2017_Qrt1,297.8363647
Bangalore,Chikkalsandra,2017_Qrt2,1.10E+35
Bangalore,Chikkalsandra,2017_Qrt3,297.12854
Bangalore,Chikkalsandra,2017_Qrt4,296.0698242
Bangalore,Chikkalsandra,2018_Qrt1,298.5585938
Bangalore,Chikkalsandra,2018_Qrt2,303.0016479
Bangalore,Chikkalsandra,2018_Qrt3,297.2741699
Bangalore,Chikkalsandra,2018_Qrt4,296.6410217
Bangalore,Chikkalsandra,2019_Qrt1,299.0366516
Bangalore,Chikkalsandra,2019_Qrt2,304.4244385
Bangalore,Chikkalsandra,2019_Qrt3,297.762207
Bangalore,Chikkalsandra,2019_Qrt4,296.4611206
Bangalore,Chikkalsandra,2020_Qrt1,299.147522
Bangalore,Chikkalsandra,2020_Qrt2,303.563446
Bangalore,Chikkalsandra,2020_Qrt3,297.2654724
